,location,total_sqft,bath,price,bhk
8316,sahakara nagar,1100.0,2.0,55.0,2
8317,sahakara nagar,1914.0,3.0,149.0,3
8318,sahakara nagar,1000.0,2.0,60.0,2
8320,sahakara nagar,1175.0,2.0,49.0,2
8321,sahakara nagar,1370.0,2.0,90.0,3
8322,sahakara nagar,1100.0,2.0,55.0,2
8323,sahakara nagar,1100.0,2.0,75.0,3
8324,sahakara nagar,1180.0,2.0,72.0,2
8325,sahakara nagar,1200.0,2.0,60.0,2
8326,sahakara nagar,1032.0,2.0,45.0,2
8327,sahakara nagar,1200.0,2.0,46.0,2
8328,sahakara nagar,1270.0,2.0,96.0,2
8329,sahakara nagar,1201.0,2.0,80.0,2
8330,sahakara nagar,1200.0,2.0,54.0,2
8331,sahakara nagar,1291.0,2.0,72.3,2
8332,sanjay nagar,1000.0,2.0,70.0,2
8333,sanjay nagar,1100.0,2.0,98.0,2
8334,sanjay nagar,1150.0,2.0,72.2,2
8335,sanjay nagar,1800.0,3.0,180.0,3
8336,sanjay nagar,630.0,1.0,35.0,2
8337,sanjay nagar,3300.0,3.0,250.0,5
8338,sanjay nagar,1900.0,2.0,180.0,3
8339,sanjay nagar,1575.0,2.0,90.0,2
8342,sanjay nagar,960.0,2.0,55.0,2
8343,sanjay nagar,1050.0,2.0,59.0,2
8344,sanjay nagar,1150.0,2.0,70.0,2
8345,sanjay nagar,1500.0,3.0,150.0,3
8346,sanjay nagar,1180.0,2.0,80.0,2
8347,sarakki nagar,2121.0,4.0,253.0,3
8348,sarakki nagar,2289.0,3.0,260.0,3
8349,sarakki nagar,2500.0,4.0,325.0,3
8350,sarakki nagar,2145.0,4.0,270.0,3
8351,sarakki nagar,1200.0,3.0,128.0,3
8352,sarakki nagar,2663.0,4.0,338.0,3
8353,sarakki nagar,1840.0,4.0,175.0,3
8357,sarjapur,2250.0,3.0,148.0,3
8358,sarjapur,1600.0,3.0,75.0,3
8359,sarjapur,1242.5,2.0,43.49,2
8360,sarjapur,913.0,2.0,32.0,2
8361,sarjapur,1128.0,2.0,60.0,2
8362,sarjapur,1185.0,2.0,47.0,2
8363,sarjapur,900.0,2.0,42.0,3
8364,sarjapur,649.5,1.0,17.535,1
8365,sarjapur,1020.0,2.0,35.0,2
8366,sarjapur,1195.0,2.0,42.0,2
8367,sarjapur,1240.0,2.0,44.0,2
8369,sarjapur,950.0,2.0,32.5,2
8370,sarjapur,1285.0,2.0,68.0,3
8372,sarjapur,925.0,2.0,25.0,2
8373,sarjapur,3190.0,3.0,160.0,4
8374,sarjapur,1215.0,2.0,40.0,2
8376,sarjapur,1200.0,3.0,78.0,3
8377,sarjapur,1000.0,2.0,30.0,2
8378,sarjapur,1157.0,2.0,40.0,2
8379,sarjapur,2238.0,3.0,140.0,3
8380,sarjapur,2020.0,3.0,85.0,3
8381,sarjapur,2885.0,3.0,185.0,4
8383,sarjapur,1240.0,2.0,44.3,2
8384,sarjapur,625.0,1.0,19.0,1
8385,sarjapur,2585.5,4.0,139.5,4
8386,sarjapur,940.0,2.0,25.38,2
8387,sarjapur,2100.0,3.0,125.0,4
8388,sarjapur,913.0,2.0,36.0,2
8389,sarjapur,1404.0,2.0,53.35,3
8390,sarjapur,1830.0,3.0,88.0,3
8391,sarjapur,1364.0,2.0,56.0,3
8392,sarjapur,1124.0,2.0,30.35,2
8393,sarjapur,1044.0,2.0,32.0,2
8394,sarjapur,650.0,1.0,19.87,1
8395,sarjapur,1175.0,2.0,42.0,2
8396,sarjapur,1240.0,2.0,43.1,2
8398,sarjapur,1032.0,2.0,42.0,2
8400,sarjapur,1044.0,2.0,34.0,2
8401,sarjapur,1200.0,3.0,76.13,3
8402,sarjapur,1200.0,2.0,62.0,2
8403,sarjapur,900.0,2.0,27.98,2
8405,sarjapur,1205.0,2.0,29.0,2
8406,sarjapur,850.0,2.0,32.0,2
8407,sarjapur,1175.0,2.0,41.68,2
8409,sarjapur,920.0,2.0,33.0,2
8411,sarjapur,1150.0,2.0,41.0,2
8412,sarjapur,1200.0,2.0,42.6,2
8413,sarjapur,1333.0,3.0,50.0,3
8414,sarjapur,1044.0,2.0,36.0,2
8415,sarjapur,950.0,2.0,35.0,2
8417,sarjapur,2172.0,3.0,100.0,3
8418,sarjapur,633.0,1.0,17.09,1
8419,sarjapur,1500.0,5.0,95.0,3
8420,sarjapur,1451.0,2.0,87.0,2
8421,sarjapur,2400.0,3.0,140.0,4
8422,sarjapur,1525.0,2.0,68.0,3
8423,sarjapur,1095.0,2.0,45.0,2
8424,sarjapur,1425.0,3.0,57.0,3
8425,sarjapur  road,2497.0,3.0,140.0,3
8426,sarjapur  road,1787.0,3.0,98.29,3
8427,sarjapur  road,1787.0,3.0,125.0,3
8431,sarjapur  road,1000.0,2.0,67.0,2
8432,sarjapur  road,1346.0,2.0,74.03,2
8433,sarjapur  road,1195.0,2.0,70.0,2
8434,sarjapur  road,1550.0,3.0,100.0,3
8435,sarjapur  road,2100.0,3.0,125.0,3
8437,sarjapur  road,1691.0,3.0,113.0,3
8438,sarjapur  road,1278.0,2.0,95.0,2
8439,sarjapur  road,2238.0,3.0,140.0,3
8440,sarjapur  road,1800.0,3.0,110.0,3
8444,sarjapur  road,1984.0,4.0,146.0,3
8446,sarjapur  road,1128.0,2.0,59.0,2
8448,sarjapur  road,1700.0,3.0,110.0,3
8449,sarjapur  road,1157.0,2.0,75.0,3
8450,sarjapur  road,1282.0,2.0,72.0,2
8451,sarjapur  road,4111.0,4.0,310.0,4
8452,sarjapur  road,3430.0,6.0,228.5,4
8453,sarjapur  road,3900.0,4.0,300.0,4
8456,sarjapur  road,1050.0,2.0,62.0,2
8457,sarjapur  road,1700.0,3.0,135.0,3
8458,sarjapur  road,1691.0,3.0,119.0,3
8459,sarjapur  road,1846.0,3.0,140.0,3
8460,sarjapur  road,1200.0,3.0,95.0,3
8463,sarjapur  road,1819.0,3.0,100.0,3
8464,sarjapur  road,1845.0,4.0,110.0,3
8465,sarjapur  road,1233.0,2.0,77.65,2
8469,sarjapur  road,3750.0,6.0,290.0,4
8471,sarjapur  road,1680.0,3.0,112.0,3
8472,sarjapur  road,1255.0,2.0,92.0,2
8474,sarjapur  road,1311.0,2.0,78.0,2
8476,sarjapur  road,1157.0,2.0,75.0,3
8477,sarjapur  road,1145.0,2.0,75.0,2
8478,sarjapur  road,1300.0,2.0,70.0,3
8481,sarjapur  road,1476.0,2.0,98.94,3
8482,sarjapur  road,2180.0,3.0,170.0,3
8485,sarjapur  road,1750.0,3.0,110.0,3
8488,sarjapur  road,1200.0,3.0,70.0,3
8489,sarjapur  road,2600.0,3.0,200.0,3
8491,sarjapur  road,685.0,1.0,40.0,1
8493,sarjapur  road,2720.0,5.0,210.0,3
8494,sarjapur  road,1241.0,2.0,82.0,2
8497,sarjapur  road,3785.0,6.0,280.0,4
8498,sarjapur  road,835.0,1.0,46.95,1
8499,sarjapur  road,1280.0,2.0,76.0,2
8502,sarjapur  road,1263.0,2.0,78.0,2
8503,sarjapur  road,1691.0,3.0,98.0,3
8505,sarjapur  road,1308.0,2.0,83.0,2
8506,sarjapur  road,1592.0,3.0,91.0,3
8508,sarjapur  road,1150.0,2.0,77.0,2
8509,sarjapur  road,1965.0,3.0,120.0,3
8510,sarjapur  road,2275.0,4.0,180.0,3
8512,sarjapur  road,1418.0,2.0,78.0,2
8513,sarjapur  road,1200.0,2.0,93.0,2
8516,sarjapur  road,1115.0,2.0,60.0,2
8517,sarjapur  road,1525.0,2.0,87.0,3
8518,sarjapur  road,1346.0,2.0,71.32,2
8519,sarjapur  road,3905.0,7.0,290.0,5
8521,sarjapur  road,715.0,1.0,29.0,1
8522,sarjapur  road,1230.0,2.0,94.5,2
8523,sarjapur  road,1750.0,3.0,99.0,3
8524,sarjapur  road,1145.0,2.0,62.0,2
8525,sarjapur  road,1500.0,3.0,88.0,3
8527,sarjapur  road,1846.0,3.0,145.0,3
8528,sarjapur  road,1067.0,2.0,60.0,2
8530,sarjapur  road,1700.0,3.0,95.0,3
8531,sarjapur  road,1230.0,2.0,65.0,2
8533,sarjapur  road,3785.0,5.0,280.0,4
8534,sarjapur  road,2556.0,3.0,169.0,3
8535,sarjapur  road,1278.0,2.0,90.0,2
8537,sarjapur  road,1305.0,2.0,99.0,2
8538,sarjapur  road,1755.0,3.0,122.0,3
8539,sarjapur  road,4334.0,2.0,338.0,4
8542,sarjapur  road,1700.0,3.0,93.5,3
8544,sarjapur  road,1060.0,2.0,55.0,2
8545,sarjapur  road,1455.0,2.0,98.0,3
8546,sarjapur  road,1850.0,3.0,140.0,3
8547,sarjapur  road,950.0,1.0,39.9,1
8548,sarjapur  road,1826.0,3.0,130.0,3
8551,sarjapur  road,1660.0,2.0,116.0,3
8552,sarjapur  road,1700.0,3.0,108.0,3
8553,sarjapur  road,1539.0,3.0,85.0,3
8554,sarjapur  road,1489.0,2.0,82.0,3
8556,sarjapur  road,1200.0,2.0,75.0,2
8560,sarjapur  road,3044.0,3.0,183.0,3
8563,sarjapur  road,1877.0,4.0,150.0,3
8565,sarjapur  road,1229.0,2.0,70.0,2
8566,sarjapur  road,1342.0,2.0,70.0,2
8567,sarjapur  road,1711.0,3.0,110.0,3
8571,sarjapur  road,1050.0,2.0,63.5,2
8572,sarjapur  road,1350.0,2.0,102.0,2
8573,sarjapur  road,2990.0,4.0,240.0,4
8575,sarjapur  road,1457.0,3.0,85.0,3
8576,sarjapur  road,1685.0,3.0,135.0,3
8578,sarjapur  road,1200.0,3.0,70.0,3
8582,sarjapur  road,984.0,2.0,55.0,2
8586,sarjapur  road,1320.0,2.0,100.0,2
8587,sarjapur  road,1984.0,4.0,145.0,3
8591,sarjapur  road,1550.0,2.0,89.0,3
8592,sarjapur  road,2425.0,5.0,201.0,4
8593,sarjapur  road,1691.0,3.0,113.0,3
8595,sarjapur  road,2070.0,4.0,160.0,3
8597,sarjapur  road,1435.0,3.0,90.0,3
8599,sarjapur  road,1262.0,2.0,67.0,2
8600,sarjapur  road,1693.0,3.0,125.0,3
8601,sarjapur  road,1826.0,3.0,125.0,3
8602,sarjapur  road,1660.0,3.0,116.0,3
8604,sarjapur  road,1830.0,3.0,119.0,3
8608,sarjapur  road,2900.0,4.0,240.0,4
8609,sarjapur  road,1059.0,2.0,68.0,2
8611,sarjapur  road,1157.0,2.0,74.0,3
8612,sarjapur  road,1700.0,3.0,118.0,3
8613,sarjapur  road,1691.0,3.0,120.0,3
8615,sarjapur  road,1308.0,2.0,75.0,2
8616,sarjapur  road,1580.0,3.0,125.0,3
8618,sarjapur  road,1763.25,3.0,98.0,3
8619,sarjapur  road,1826.0,3.0,130.0,3
8620,sarjapur  road,1550.0,2.0,98.0,3
8623,sarjapur  road,1819.0,3.0,100.0,3
8624,sarjapur  road,984.0,2.0,59.0,2
8625,sarjapur  road,1489.0,3.0,88.0,3
8626,sarjapur  road,702.0,1.0,52.0,1
8627,sarjapur  road,1242.0,2.0,75.0,2
8628,sarjapur  road,2275.0,4.0,185.0,3
8629,sarjapur  road,2100.0,3.0,135.0,3
8630,sarjapur  road,1700.0,3.0,93.5,3
8631,sarjapur  road,1862.0,4.0,110.0,3
8632,sarjapur  road,2275.0,4.0,175.0,3
8633,sarjapur  road,1787.0,3.0,116.0,3
8634,sarjapur  road,1691.0,3.0,93.01,3
8635,sarjapur  road,1028.0,2.0,56.0,2
8637,sarjapur  road,1181.0,2.0,65.0,3
8638,sarjapur  road,1691.0,3.0,100.0,3
8639,sarjapur  road,1026.0,2.0,60.55,2
8640,sarjapur  road,1350.0,2.0,85.0,2
8641,sarjapur  road,1157.0,2.0,72.0,3
8642,sarjapur  road,1019.0,2.0,62.0,2
8643,sarjapur  road,3418.0,3.0,235.0,4
8644,sarjapur  road,691.0,1.0,31.1,1
8648,sarjapur  road,1881.0,3.0,145.0,3
8649,sarjapur  road,2275.0,4.0,182.0,3
8652,sarjapur  road,1881.0,3.0,145.0,3
8654,sarjapur  road,2880.0,3.0,211.0,4
8655,sarjapur  road,3418.0,2.0,222.0,4
8657,sarjapur  road,675.0,1.0,27.0,1
8658,sarjapur  road,1773.5,2.0,102.92,3
8659,sarjapur  road,1346.0,2.0,74.03,2
8660,sarjapur  road,1691.0,3.0,119.0,3
8661,sarjapur  road,1335.0,2.0,95.0,2
8663,sarjapur  road,1680.0,3.0,126.0,3
8664,sarjapur  road,1222.0,2.0,68.0,3
8665,sarjapur  road,3420.0,4.0,225.0,4
8666,sarjapur  road,1510.0,2.0,110.0,3
8667,sarjapur  road,1242.0,2.0,78.0,2
8669,sarjapur  road,1129.0,2.0,69.0,2
8670,sarjapur  road,1850.0,3.0,140.0,3
8672,sarjapur  road,1879.0,3.0,155.0,3
8673,sarjapur  road,1157.0,2.0,75.0,3
8674,sarjapur  road,2425.0,5.0,175.0,4
8675,sarjapur  road,1323.0,2.0,74.0,2
8676,sarjapur  road,2289.0,3.0,178.0,3
8679,sarjapur  road,2100.0,3.0,130.0,3
8680,sarjapur  road,702.0,1.0,35.8,1
8682,sarjapur  road,1800.0,3.0,128.0,3
8683,sarjapur  road,2275.0,4.0,187.0,3
8685,sarjapur  road,1026.0,2.0,60.8,2
8687,sarjapur  road,1216.0,2.0,70.0,2
8688,sarjapur  road,1112.0,2.0,62.0,2
8690,sarjapur  road,1157.0,2.0,69.0,3
8692,sarjapur  road,1026.0,2.0,60.8,2
8694,sarjapur  road,1600.0,3.0,120.0,3
8696,sarjapur  road,1346.0,2.0,74.03,2
8697,sarjapur  road,475.0,1.0,26.0,1
8700,sarjapur  road,1660.0,2.0,116.0,3
8703,sarjapur  road,1346.0,2.0,69.61,2
8704,sarjapur  road,2089.0,3.0,148.0,3
8705,sarjapur  road,1612.0,3.0,98.38,3
8706,sarjapur  road,1290.0,2.0,88.0,2
8707,sarjapur  road,1371.0,2.0,86.0,2
8708,sarjapur  road,2140.0,3.0,139.0,3
8709,sarjapur  road,1044.0,2.0,55.0,2
8711,sarjapur  road,2180.0,4.0,180.0,3
8712,sarjapur  road,1691.0,3.0,119.0,3
8713,sarjapur  road,2206.0,4.0,180.0,3
8714,sarjapur  road,1309.0,2.0,69.5,2
8715,sarjapur  road,1691.0,3.0,100.0,3
8716,sarjapur  road,1367.0,2.0,80.0,2
8719,sarjapur  road,1984.0,4.0,148.0,3
8721,sarjapur  road,1346.0,2.0,74.03,2
8723,sarjapur  road,1112.0,2.0,58.0,2
8724,sarjapur  road,1340.0,2.0,75.0,2
8725,sarjapur  road,3500.0,3.0,275.0,3
8727,sarjapur  road,1132.0,2.0,70.0,2
8729,sarjapur  road,2425.0,5.0,195.0,4
8730,sarjapura - attibele road,1330.0,2.0,48.0,3
8731,sarjapura - attibele road,1329.0,2.0,45.95,3
8732,sarjapura - attibele road,829.0,2.0,22.8,2
8733,sarjapura - attibele road,2400.0,3.0,85.0,3
8734,sarjapura - attibele road,1033.0,2.0,28.41,2
8735,sarjapura - attibele road,1676.0,3.0,52.0,3
8736,sarjapura - attibele road,1800.0,3.0,90.0,3
8737,sarjapura - attibele road,1308.0,2.0,37.0,2
8738,sarjapura - attibele road,1073.0,2.0,31.77,2
8739,sarjapura - attibele road,1330.0,2.0,49.0,3
8740,sarjapura - attibele road,1090.0,2.0,37.0,2
8741,sarjapura - attibele road,1126.0,2.0,36.0,2
8742,sarjapura - attibele road,740.0,1.0,23.65,1
8743,sarjapura - attibele road,1555.0,3.0,52.0,3
8744,sector 2 hsr layout,1296.0,2.0,75.0,2
8745,sector 2 hsr layout,794.0,1.0,60.0,1
8746,sector 2 hsr layout,1143.0,2.0,65.0,2
8747,sector 2 hsr layout,1665.0,3.0,110.0,3
8748,sector 2 hsr layout,1512.0,3.0,80.0,3
8749,sector 2 hsr layout,1332.0,2.0,101.0,2
8750,sector 2 hsr layout,1600.0,3.0,90.0,3
8751,sector 2 hsr layout,1095.0,2.0,85.41,2
8752,sector 2 hsr layout,1231.0,2.0,66.0,2
8753,sector 7 hsr layout,3000.0,5.0,275.0,4
8754,sector 7 hsr layout,1163.0,2.0,98.86,2
8755,sector 7 hsr layout,1760.0,3.0,145.0,3
8756,sector 7 hsr layout,3900.0,3.0,300.0,3
8757,sector 7 hsr layout,1163.0,2.0,98.86,2
8758,sector 7 hsr layout,1342.0,2.0,115.0,2
8759,sector 7 hsr layout,1760.0,3.0,160.0,3
8760,sector 7 hsr layout,1760.0,3.0,142.0,3
8761,sector 7 hsr layout,2400.0,2.0,195.0,3
8762,sector 7 hsr layout,1760.0,3.0,185.0,3
8763,sector 7 hsr layout,1162.0,2.0,98.77,2
8764,seegehalli,901.0,2.0,35.14,2
8766,seegehalli,800.0,1.0,50.0,2
8768,seegehalli,1118.0,2.0,37.5,2
8769,seegehalli,1200.0,2.0,62.0,3
8770,seegehalli,1155.0,2.0,72.0,2
8771,seegehalli,1830.0,4.0,82.0,3
8772,seegehalli,4000.0,3.0,235.0,3
8775,seegehalli,1096.0,2.0,41.0,2
8777,seegehalli,920.0,2.0,27.0,2
8778,seegehalli,1553.0,3.0,68.0,3
8779,seegehalli,1639.0,3.0,120.0,3
8780,seegehalli,3000.0,4.0,235.0,3
8781,seegehalli,1134.0,2.0,45.0,2
8782,seegehalli,1683.0,3.0,80.0,3
8783,seegehalli,1176.0,2.0,50.0,2
8784,seegehalli,3000.0,4.0,240.0,3
8785,shampura,2650.0,4.0,150.0,4
8786,shampura,1200.0,2.0,53.0,2
8787,shampura,700.0,1.0,35.0,2
8788,shampura,1400.0,3.0,70.0,3
8789,shampura,1475.0,3.0,78.0,3
8790,shampura,1700.0,3.0,75.0,3
8791,shivaji nagar,850.0,2.0,55.0,2
8792,shivaji nagar,1554.0,3.0,130.0,2
8793,shivaji nagar,2200.0,2.0,110.0,2
8794,shivaji nagar,3820.0,1.0,306.0,1
8795,shivaji nagar,703.0,2.0,49.5,2
8796,shivaji nagar,1460.0,2.0,90.0,3
8797,shivaji nagar,600.0,1.0,65.0,2
8799,singasandra,1030.0,2.0,55.0,2
8800,singasandra,3850.0,6.0,195.0,4
8801,singasandra,1100.0,2.0,52.0,2
8803,singasandra,1300.0,2.0,65.0,2
8806,singasandra,1010.0,2.0,40.0,2
8807,singasandra,1375.0,2.0,58.0,2
8808,singasandra,1120.0,2.0,60.0,2
8809,singasandra,1510.0,3.0,75.0,3
8810,singasandra,1179.0,2.0,56.0,2
8811,singasandra,1416.0,2.0,67.0,2
8812,singasandra,1476.0,2.0,73.0,3
8813,singasandra,1139.7,2.0,45.0,2
8814,singasandra,1465.0,2.0,60.0,2
8816,singasandra,1653.0,3.0,85.0,3
8817,somasundara palya,1255.0,2.0,67.0,2
8818,somasundara palya,1448.0,2.0,68.0,2
8820,somasundara palya,1178.0,2.0,73.0,2
8821,somasundara palya,1260.0,2.0,60.0,2
8822,somasundara palya,1033.0,2.0,48.0,2
8823,somasundara palya,1329.0,2.0,70.0,2
8824,somasundara palya,2372.0,3.0,140.0,3
8825,somasundara palya,1185.0,2.0,70.0,2
8828,somasundara palya,1200.0,2.0,75.0,2
8830,somasundara palya,2400.0,3.0,140.0,4
8832,somasundara palya,1650.0,3.0,95.0,3
8833,somasundara palya,1186.0,2.0,72.0,2
8835,sompura,825.0,2.0,33.0,2
8836,sompura,1025.0,2.0,37.0,3
8837,sompura,1020.0,2.0,41.0,2
8838,sompura,1126.0,2.0,39.0,2
8839,sompura,825.0,2.0,32.0,2
8840,sompura,1360.0,2.0,45.0,3
8841,sompura,1350.0,2.0,47.0,3
8842,sompura,2150.0,3.0,85.0,4
8844,sonnenahalli,896.0,2.0,43.75,2
8845,sonnenahalli,1120.0,2.0,43.0,2
8846,sonnenahalli,1100.0,2.0,44.0,2
8847,sonnenahalli,1011.0,2.0,50.53,2
8848,sonnenahalli,614.5,1.0,30.715,1
8849,sonnenahalli,1484.0,3.0,74.18,3
8850,sonnenahalli,1610.0,3.0,80.48,3
8851,sonnenahalli,1415.0,2.0,65.0,3
8852,sonnenahalli,1268.0,2.0,58.0,2
8853,sonnenahalli,1268.0,2.0,56.0,2
8854,sonnenahalli,605.0,1.0,30.24,1
8855,sonnenahalli,1484.0,3.0,75.0,3
8856,subramanyapura,929.0,2.0,50.17,2
8857,subramanyapura,1200.0,2.0,52.0,2
8858,subramanyapura,975.0,2.0,58.0,2
8859,subramanyapura,1277.0,2.0,55.0,2
8860,subramanyapura,985.0,2.0,58.0,2
8861,subramanyapura,1245.0,2.0,68.0,3
8862,subramanyapura,1313.0,2.0,73.0,2
8863,subramanyapura,1313.0,2.0,66.5,2
8864,subramanyapura,1255.0,2.0,79.0,3
8865,subramanyapura,1330.0,3.0,72.0,3
8866,subramanyapura,929.0,2.0,48.0,2
8867,subramanyapura,950.0,2.0,55.0,2
8868,subramanyapura,929.0,2.0,56.0,2
8870,subramanyapura,1260.0,2.0,76.0,3
8872,subramanyapura,960.0,2.0,55.0,2
8873,subramanyapura,1260.0,2.0,73.0,3
8875,subramanyapura,1278.0,3.0,70.0,3
8876,subramanyapura,929.0,2.0,49.0,2
8877,subramanyapura,1260.0,2.0,75.0,3
8878,subramanyapura,1000.0,2.0,45.0,2
8880,subramanyapura,929.0,1.0,51.0,2
8881,subramanyapura,1880.0,3.0,110.0,3
8883,subramanyapura,985.0,2.0,62.5,2
8884,sultan palaya,1700.0,3.0,120.0,3
8885,sultan palaya,1100.0,2.0,45.0,2
8886,sultan palaya,900.0,2.0,45.0,2
8887,sultan palaya,870.0,2.0,65.0,2
8888,sultan palaya,1765.0,3.0,80.0,3
8889,sultan palaya,1713.0,3.0,125.0,3
8890,sultan palaya,1009.0,2.0,65.0,2
8891,sultan palaya,5000.0,5.0,325.0,4
8892,sultan palaya,1070.0,2.0,49.0,2
8893,talaghattapura,1868.0,3.0,131.0,3
8894,talaghattapura,2038.5,3.0,120.0,3
8895,talaghattapura,2106.0,3.0,126.0,3
8896,talaghattapura,1868.0,3.0,121.0,3
8897,talaghattapura,2106.0,3.0,126.0,3
8898,talaghattapura,1868.0,3.0,135.0,3
8899,talaghattapura,1856.0,3.0,135.0,3
8900,talaghattapura,1868.0,3.0,120.0,3
8901,talaghattapura,1804.0,3.0,115.0,3
8902,talaghattapura,1856.0,3.0,135.0,3
8903,talaghattapura,2254.0,3.0,153.0,3
8904,talaghattapura,2106.0,3.0,148.0,3
8905,talaghattapura,1856.0,3.0,135.0,3
8906,talaghattapura,2273.0,3.0,159.0,3
8907,talaghattapura,2099.0,3.0,147.0,3
8908,talaghattapura,1100.0,2.0,50.0,2
8909,talaghattapura,1100.0,2.0,49.49,2
8910,talaghattapura,1575.0,3.0,80.0,3
8911,talaghattapura,2273.0,3.0,145.0,3
8912,talaghattapura,1175.0,2.0,62.0,2
8913,talaghattapura,1804.0,3.0,127.0,3
8914,talaghattapura,1062.0,2.0,42.48,2
8915,talaghattapura,2038.5,3.0,122.0,3
8916,talaghattapura,1800.0,3.0,84.0,3
8917,talaghattapura,2265.0,3.0,159.0,3
8918,talaghattapura,2099.0,3.0,134.0,3
8919,tc palaya,1475.0,3.0,98.0,3
8920,tc palaya,1200.0,2.0,60.0,2
8925,tc palaya,1240.0,2.0,60.0,2
8926,tc palaya,1500.0,2.0,100.0,3
8927,tc palaya,1200.0,2.0,65.0,2
8928,tc palaya,1200.0,2.0,70.0,2
8929,tc palaya,900.0,2.0,55.0,2
8932,tc palaya,4800.0,3.0,302.0,4
8933,tc palaya,1000.0,2.0,64.0,2
8935,tc palaya,900.0,2.0,55.0,2
8936,tc palaya,1200.0,2.0,66.0,2
8939,tc palaya,900.0,2.0,55.0,2
8941,tc palaya,900.0,2.0,55.0,2
8944,tc palaya,1200.0,2.0,65.0,2
8945,tc palaya,1500.0,2.0,75.0,2
8947,tc palaya,1000.0,2.0,70.0,2
8948,tc palaya,1100.0,2.0,65.0,2
8952,tc palaya,1800.0,2.0,80.0,2
8954,tc palaya,1200.0,2.0,70.0,2
8955,tc palaya,1350.0,1.0,55.0,1
8956,tc palaya,900.0,2.0,55.0,2
8957,tc palaya,900.0,2.0,55.0,2
8958,tc palaya,1082.0,2.0,64.0,2
8962,tc palaya,1152.0,2.0,55.0,2
8966,thanisandra,510.0,1.0,25.25,1
8967,thanisandra,1296.0,2.0,80.0,2
8969,thanisandra,2144.0,3.0,145.0,3
8971,thanisandra,445.0,1.0,28.0,1
8972,thanisandra,1296.0,2.0,83.0,2
8974,thanisandra,2144.0,3.0,135.0,3
8976,thanisandra,1093.0,2.0,70.0,2
8977,thanisandra,1265.0,2.0,79.0,3
8978,thanisandra,1651.0,3.0,97.38,3
8979,thanisandra,1265.0,2.0,85.0,2
8980,thanisandra,510.0,1.0,25.25,1
8981,thanisandra,776.5,2.0,48.145,1
8982,thanisandra,1564.0,3.0,101.0,3
8984,thanisandra,1847.0,3.0,123.0,3
8986,thanisandra,1697.0,3.0,114.0,3
8988,thanisandra,3500.0,5.0,160.0,6
8989,thanisandra,1573.0,3.0,95.0,3
8990,thanisandra,1917.0,3.0,122.0,3
8991,thanisandra,693.0,1.0,34.3,1
8992,thanisandra,1098.0,2.0,68.0,2
8993,thanisandra,760.0,1.0,50.3,1
8996,thanisandra,2002.0,3.0,112.0,3
9001,thanisandra,1697.0,3.0,115.0,3
9002,thanisandra,1380.0,1.0,62.1,1
9003,thanisandra,923.0,1.0,60.84,1
9005,thanisandra,923.0,1.0,45.69,1
9007,thanisandra,1296.0,2.0,72.0,2
9009,thanisandra,1698.0,3.0,102.0,3
9010,thanisandra,1411.0,3.0,93.04,3
9011,thanisandra,1996.0,3.0,135.0,3
9012,thanisandra,1801.0,3.0,115.0,3
9013,thanisandra,1265.0,2.0,82.0,2
9015,thanisandra,1917.0,4.0,113.0,3
9016,thanisandra,662.0,1.0,42.0,1
9018,thanisandra,1948.0,3.0,130.0,3
9020,thanisandra,1098.0,2.0,74.0,2
9022,thanisandra,1564.0,3.0,104.0,3
9028,thanisandra,2127.0,3.0,135.0,3
9030,thanisandra,1276.0,2.0,75.0,2
9031,thanisandra,693.0,1.0,34.3,1
9032,thanisandra,2259.0,5.0,135.0,4
9033,thanisandra,1265.0,2.0,78.0,2
9035,thanisandra,934.0,2.0,55.0,2
9036,thanisandra,1056.0,2.0,68.0,2
9037,thanisandra,1595.0,3.0,110.0,3
9038,thanisandra,1411.0,3.0,93.15,3
9039,thanisandra,1093.0,2.0,68.1,2
9041,thanisandra,1093.0,2.0,72.0,2
9043,thanisandra,1698.0,3.0,107.0,3
9044,thanisandra,1564.0,3.0,105.0,3
9045,thanisandra,1265.0,2.0,83.0,2
9046,thanisandra,784.0,1.0,35.285,1
9047,thanisandra,965.0,2.0,56.0,2
9048,thanisandra,1546.0,3.0,95.0,3
9049,thanisandra,777.0,1.0,38.535,1
9050,thanisandra,1697.0,3.0,110.0,3
9051,thanisandra,1492.0,3.0,88.0,3
9052,thanisandra,2072.0,3.0,122.0,3
9053,thanisandra,1880.0,3.0,120.0,3
9054,thanisandra,760.0,1.0,50.0,1
9056,thanisandra,933.0,2.0,58.0,1
9057,thanisandra,1917.0,3.0,110.0,3
9058,thanisandra,1996.0,4.0,123.0,3
9059,thanisandra,1183.0,2.0,77.25,2
9060,thanisandra,1491.0,3.0,88.0,3
9062,thanisandra,662.0,1.0,29.0,1
9064,thanisandra,1564.0,3.0,100.0,3
9065,thanisandra,662.0,1.0,45.0,1
9066,thanisandra,1573.0,3.0,98.0,3
9067,thanisandra,1262.0,2.0,83.0,3
9068,thanisandra,1056.0,2.0,65.0,2
9070,thanisandra,1702.0,3.0,115.0,3
9071,thanisandra,1343.0,2.0,75.0,2
9072,thanisandra,1935.0,4.0,122.0,3
9073,thanisandra,933.0,2.0,55.0,2
9074,thanisandra,1183.0,2.0,77.3,2
9075,thanisandra,662.0,1.0,38.0,1
